1.000000000000000048e-04 4.999674061884381258e-03 1.550088108201404395e+02
1.258925411794167436e-04 5.652965036468024160e-03 1.367491933288042105e+02
1.584893192461114190e-04 6.294765283839576751e-03 1.221524605640923937e+02
1.995262314968878758e-04 7.062340942694702098e-03 1.093838370804099611e+02
2.511886431509579545e-04 7.923476953958581009e-03 9.678741404642900648e+01
3.162277660168379394e-04 8.890296577312462381e-03 8.719299923502008198e+01
3.981071705534973523e-04 9.974475754260638330e-03 7.758296020140448945e+01
5.011872336272725275e-04 1.119103985474073464e-02 6.916261169795612318e+01
6.309573444801929842e-04 1.255506420801314089e-02 6.133408310871777047e+01
7.943282347242813140e-04 1.408696847311040855e-02 5.497491060570049370e+01
1.000000000000000021e-03 1.580497269083928902e-02 4.864509131589190361e+01
1.258925411794167490e-03 1.773171763165896919e-02 4.357788906265113837e+01
1.584893192461114082e-03 1.989258413376363693e-02 3.866746283528267014e+01
1.995262314968878920e-03 2.231588302217525285e-02 3.464466736972566707e+01
2.511886431509579437e-03 2.503126173360657736e-02 3.100951479824221479e+01
3.162277660168379394e-03 2.808172767453900875e-02 2.739399595547428845e+01
3.981071705534973415e-03 3.149698047532973472e-02 2.435177148029511329e+01
5.011872336272724625e-03 3.532829238546940365e-02 2.179518539505872354e+01
6.309573444801930275e-03 3.962030786208117772e-02 1.940736849949899323e+01
7.943282347242813790e-03 4.442567734099866356e-02 1.740069576621593228e+01
1.000000000000000021e-02 4.980923532246424312e-02 1.544926561502566997e+01
1.258925411794167490e-02 5.582566027991611723e-02 1.374311996558308024e+01
1.584893192461113431e-02 6.257425242867313553e-02 1.230593053974779139e+01
1.995262314968879874e-02 7.008505663182504342e-02 1.097530536327674966e+01
2.511886431509579437e-02 7.850921067106925166e-02 9.684652252558322516e+00
3.162277660168379134e-02 8.787124040736690733e-02 8.649219706481517278e+00
3.981071705534973415e-02 9.832218209988015378e-02 7.762297599010015148e+00
5.011872336272722023e-02 1.099289142316998424e-01 6.877181648168049222e+00
6.309573444801933051e-02 1.228035755410709917e-01 6.170440385983097187e+00
7.943282347242813790e-02 1.370133148390189348e-01 5.536560994047794004e+00
1.000000000000000056e-01 1.526360335653088318e-01 4.868543508611027804e+00
1.258925411794167282e-01 1.698458511597954190e-01 4.391846855703454011e+00
1.584893192461113431e-01 1.886043271957450196e-01 3.887546135275950387e+00
1.995262314968879735e-01 2.090284602101288025e-01 3.494631368995985365e+00
2.511886431509580131e-01 2.308794474197762570e-01 3.131574234103793763e+00
3.162277660168379412e-01 2.543918602058606870e-01 2.809262499830454285e+00
3.981071705534972027e-01 2.791756022162605877e-01 2.542514448937560623e+00
5.011872336272722439e-01 3.049376374503927067e-01 2.313191892861823362e+00
6.309573444801932496e-01 3.321901696554496186e-01 2.087688661579056415e+00
7.943282347242814900e-01 3.598220697437375937e-01 1.913790411780500467e+00
1.000000000000000000e+00 3.877640738777482499e-01 1.747755724206304651e+00
1.258925411794167282e+00 4.163321161520761593e-01 1.634797088627272466e+00
1.584893192461113598e+00 4.436785724353902727e-01 1.522146669505110905e+00
1.995262314968879513e+00 4.711055396096660575e-01 1.439942769404818579e+00
2.511886431509580131e+00 4.981707263684708731e-01 1.360273656025674294e+00
3.162277660168379523e+00 5.242565031112839113e-01 1.284765429082822319e+00
3.981071705534972249e+00 5.487630885804973824e-01 1.243922598422150472e+00
5.011872336272721995e+00 5.727808897028476842e-01 1.194396632458350815e+00
6.309573444801933384e+00 5.949593237051711281e-01 1.171917007401334310e+00
7.943282347242815788e+00 6.164429524468724164e-01 1.150157673315190809e+00
1.000000000000000000e+01 6.357788254098181158e-01 1.119716186522416557e+00
1.258925411794167459e+01 6.546244976832990004e-01 1.114749313319997270e+00
