1.000000000000000048e-04 5.000046946694011556e-03 1.542336673492350769e+02
1.258925411794167436e-04 5.609828043028303873e-03 1.368687902972390873e+02
1.584893192461114190e-04 6.294324139521074828e-03 1.233634303991114791e+02
1.995262314968878758e-04 7.062319911791610158e-03 1.085895256491077703e+02
2.511886431509579545e-04 7.923803080412166605e-03 9.819747495637525958e+01
3.162277660168379394e-04 8.890486948889459590e-03 8.697899901117361310e+01
3.981071705534973523e-04 9.974870945876693207e-03 7.679230171038383901e+01
5.011872336272725275e-04 1.119150702436940044e-02 6.962143779278210332e+01
6.309573444801929842e-04 1.255645109268683016e-02 6.160566291333934430e+01
7.943282347242813140e-04 1.408771445423172980e-02 5.482237603150321803e+01
1.000000000000000021e-03 1.580545003315322189e-02 4.911014512651696151e+01
1.258925411794167490e-03 1.773226466250264755e-02 4.352624336029651886e+01
1.584893192461114082e-03 1.989350858389583171e-02 3.894505988175427547e+01
1.995262314968878920e-03 2.231744085736130784e-02 3.463375742950090341e+01
2.511886431509579437e-03 2.503572196188467297e-02 3.062673864499644338e+01
3.162277660168379394e-03 2.808385151529773499e-02 2.737386789532126841e+01
3.981071705534973415e-03 3.150079835762324698e-02 2.451581402708195156e+01
5.011872336272724625e-03 3.533097889137702674e-02 2.191161082380051184e+01
6.309573444801930275e-03 3.962278631339700985e-02 1.953202036825216226e+01
7.943282347242813790e-03 4.443045661476773683e-02 1.735672215702546950e+01
1.000000000000000021e-02 4.981363828772872315e-02 1.544428362456436687e+01
1.258925411794167490e-02 5.583833435958707181e-02 1.364860738000951379e+01
1.584893192461113431e-02 6.257615944632594074e-02 1.236530018195938752e+01
1.995262314968879874e-02 7.010576235218182739e-02 1.097424010867523947e+01
2.511886431509579437e-02 7.851160499016485161e-02 9.811560335615286732e+00
3.162277660168379134e-02 8.788397241441678331e-02 8.715140023139797520e+00
3.981071705534973415e-02 9.832034603628417302e-02 7.785790756449724626e+00
5.011872336272722023e-02 1.099089520991588242e-01 6.967412806294348115e+00
6.309573444801933051e-02 1.227577064288474240e-01 6.117540885890756286e+00
7.943282347242813790e-02 1.369588937394096151e-01 5.514339242773676375e+00
1.000000000000000056e-01 1.525738060350438074e-01 4.920111505918065120e+00
1.258925411794167282e-01 1.697137839688171446e-01 4.374649647687780529e+00
1.584893192461113431e-01 1.885253485152697528e-01 3.901844376672779724e+00
1.995262314968879735e-01 2.089262743924210353e-01 3.487201150415010442e+00
2.511886431509580131e-01 2.308859675751681051e-01 3.151044501064228953e+00
3.162277660168379412e-01 2.541569257123114101e-01 2.816723377419097396e+00
