9.998424496812169382e-01 0.000000000000000000e+00 1.575503187830113079e-04
9.998397577737354602e-01 0.000000000000000000e+00 1.602422262644531930e-04
9.998369095430826858e-01 0.000000000000000000e+00 1.630904569172160164e-04
9.998338766867117533e-01 0.000000000000000000e+00 1.661233132881773642e-04
9.998306309020758009e-01 0.000000000000000000e+00 1.693690979242149853e-04
9.998271438866277450e-01 0.000000000000000000e+00 1.728561133722062489e-04
9.998233873378208347e-01 0.000000000000000000e+00 1.766126621790288769e-04
9.998193329531084306e-01 0.000000000000000000e+00 1.806670468915605367e-04
9.998149524299433377e-01 0.000000000000000000e+00 1.850475700566786520e-04
9.998102174657786945e-01 0.000000000000000000e+00 1.897825342212611341e-04
9.998050997580677501e-01 0.000000000000000000e+00 1.949002419321853254e-04
9.997995710042636430e-01 0.000000000000000000e+00 2.004289957363289203e-04
9.997936029018195114e-01 0.000000000000000000e+00 2.063970981805694511e-04
9.997871671481882716e-01 0.000000000000000000e+00 2.128328518117846935e-04
9.997802354408231729e-01 0.000000000000000000e+00 2.197645591768522609e-04
9.997727794771772425e-01 0.000000000000000000e+00 2.272205228226496039e-04
9.997647709547039518e-01 0.000000000000000000e+00 2.352290452960542817e-04
9.997561815708559951e-01 0.000000000000000000e+00 2.438184291439439617e-04
9.997469830230868437e-01 0.000000000000000000e+00 2.530169769131963928e-04
9.997371470088491918e-01 0.000000000000000000e+00 2.628529911506890257e-04
9.997266452255967328e-01 0.000000000000000000e+00 2.733547744032997990e-04
9.997154493707820500e-01 0.000000000000000000e+00 2.845506292179058650e-04
9.997035311418586145e-01 0.000000000000000000e+00 2.964688581413849728e-04
9.996908622362793428e-01 0.000000000000000000e+00 3.091377637206148710e-04
9.996774143514975952e-01 0.000000000000000000e+00 3.225856485024728207e-04
9.996631591849661769e-01 0.000000000000000000e+00 3.368408150338372212e-04
9.996480684341384482e-01 0.000000000000000000e+00 3.519315658615846287e-04
9.996321137964674364e-01 0.000000000000000000e+00 3.678862035325934426e-04
9.996152669694062798e-01 0.000000000000000000e+00 3.847330305937409238e-04
9.995974996504080057e-01 0.000000000000000000e+00 4.025003495919044958e-04
9.995787835369259744e-01 0.000000000000000000e+00 4.212164630739621786e-04
9.995590903264131022e-01 0.000000000000000000e+00 4.409096735867917751e-04
9.995383917163227494e-01 0.000000000000000000e+00 4.616082836772703295e-04
9.995166594041077213e-01 0.000000000000000000e+00 4.833405958922754281e-04
9.994938650872212671e-01 0.000000000000000000e+00 5.061349127786848737e-04
9.994699804631166362e-01 0.000000000000000000e+00 5.300195368833763611e-04
9.994449772292467449e-01 0.000000000000000000e+00 5.550227707532282354e-04
9.994188270830649534e-01 0.000000000000000000e+00 5.811729169351166190e-04
9.993915017220239561e-01 0.000000000000000000e+00 6.084982779759195862e-04
9.993629728435774462e-01 0.000000000000000000e+00 6.370271564225153194e-04
9.993332121451781180e-01 0.000000000000000000e+00 6.667878548217807001e-04
9.993021973661178059e-01 0.000000000000000000e+00 6.978026338820981491e-04
9.992701420505227805e-01 0.000000000000000000e+00 7.298579494771350326e-04
9.992370496580185169e-01 0.000000000000000000e+00 7.629503419814441176e-04
9.992027623904017331e-01 0.000000000000000000e+00 7.972376095982644561e-04
9.991671224494690362e-01 0.000000000000000000e+00 8.328775505308349918e-04
9.991299720370175885e-01 0.000000000000000000e+00 8.700279629823959695e-04
9.990911533548438861e-01 0.000000000000000000e+00 9.088466451561841644e-04
9.990505086047446470e-01 0.000000000000000000e+00 9.494913952554396045e-04
9.990078799885164784e-01 0.000000000000000000e+00 9.921200114834012335e-04
9.989631097079566535e-01 0.000000000000000000e+00 1.036890292043307887e-03
9.989160399648616684e-01 0.000000000000000000e+00 1.083960035138399267e-03
9.988665129610281301e-01 0.000000000000000000e+00 1.133487038971915184e-03
9.988143708982528679e-01 0.000000000000000000e+00 1.185629101747091982e-03
9.987594559783328219e-01 0.000000000000000000e+00 1.240544021667169903e-03
9.987016104030645991e-01 0.000000000000000000e+00 1.298389596935388109e-03
9.986406763742449177e-01 0.000000000000000000e+00 1.359323625754985760e-03
9.985764960936708290e-01 0.000000000000000000e+00 1.423503906329203319e-03
9.985089117631387179e-01 0.000000000000000000e+00 1.491088236861276908e-03
9.984377655844456356e-01 0.000000000000000000e+00 1.562234415554445907e-03
9.983628997593879673e-01 0.000000000000000000e+00 1.637100240611950776e-03
9.982841564897628750e-01 0.000000000000000000e+00 1.715843510237029810e-03
9.982013779773670770e-01 0.000000000000000000e+00 1.798622022632921516e-03
9.981144064239970692e-01 0.000000000000000000e+00 1.885593576002868527e-03
9.980230840314499030e-01 0.000000000000000000e+00 1.976915968550104364e-03
9.979272530015221854e-01 0.000000000000000000e+00 2.072746998477871007e-03
9.978267555360106345e-01 0.000000000000000000e+00 2.173244463989405881e-03
9.977214338367119684e-01 0.000000000000000000e+00 2.278566163287950100e-03
9.976111301054233493e-01 0.000000000000000000e+00 2.388869894576743907e-03
9.974956865439408293e-01 0.000000000000000000e+00 2.504313456059021042e-03
9.973749453540620147e-01 0.000000000000000000e+00 2.625054645938023918e-03
9.972487487375829573e-01 0.000000000000000000e+00 2.751251262416990612e-03
9.971169388963008196e-01 0.000000000000000000e+00 2.883061103699160500e-03
9.969793580320122084e-01 0.000000000000000000e+00 3.020641967987776864e-03
9.968358483465138420e-01 0.000000000000000000e+00 3.164151653486071275e-03
9.966863975254101060e-01 0.000000000000000000e+00 3.313602474589815924e-03
9.965312215087605008e-01 0.000000000000000000e+00 3.468778491239431130e-03
9.963697782639411304e-01 0.000000000000000000e+00 3.630221736058912487e-03
9.962014565763992469e-01 0.000000000000000000e+00 3.798543423600793476e-03
9.960256452315823239e-01 0.000000000000000000e+00 3.974354768417613648e-03
9.958417330149380575e-01 0.000000000000000000e+00 4.158266985061912120e-03
9.956491087119138106e-01 0.000000000000000000e+00 4.350891288086221505e-03
9.954471611079569460e-01 0.000000000000000000e+00 4.552838892043081787e-03
9.952352789885150486e-01 0.000000000000000000e+00 4.764721011485032083e-03
9.950128511390353703e-01 0.000000000000000000e+00 4.987148860964603705e-03
9.947792663449656070e-01 0.000000000000000000e+00 5.220733655034340975e-03
9.945339133917532326e-01 0.000000000000000000e+00 5.466086608246773469e-03
9.942761810648454990e-01 0.000000000000000000e+00 5.723818935154441172e-03
9.940054581496901021e-01 0.000000000000000000e+00 5.994541850309887537e-03
9.937211334317344047e-01 0.000000000000000000e+00 6.278866568265640408e-03
9.934225956964256588e-01 0.000000000000000000e+00 6.577404303574241502e-03
9.931092337292117822e-01 0.000000000000000000e+00 6.890766270788226469e-03
9.927804363155399159e-01 0.000000000000000000e+00 7.219563684460130956e-03
9.924355922408575337e-01 0.000000000000000000e+00 7.564407759142500152e-03
9.920740902906121095e-01 0.000000000000000000e+00 7.925909709387861032e-03
9.916953192502512282e-01 0.000000000000000000e+00 8.304680749748754448e-03
9.912986679052222527e-01 0.000000000000000000e+00 8.701332094777728191e-03
9.908835250409726569e-01 0.000000000000000000e+00 9.116474959027297958e-03
9.904492794429499147e-01 0.000000000000000000e+00 9.550720557050014145e-03
9.899953198966016110e-01 0.000000000000000000e+00 1.000468010339841674e-02
9.895210351873749977e-01 0.000000000000000000e+00 1.047896481262503530e-02
9.890258141007176595e-01 0.000000000000000000e+00 1.097418589928241157e-02
9.885090454220768486e-01 0.000000000000000000e+00 1.149095457792307859e-02
9.879706064675243260e-01 0.000000000000000000e+00 1.202939353247574686e-02
9.874106825102936247e-01 0.000000000000000000e+00 1.258931748970631460e-02
9.868274839711366209e-01 0.000000000000000000e+00 1.317251602886335658e-02
9.862191120635644959e-01 0.000000000000000000e+00 1.378088793643560475e-02
9.855836680010882089e-01 0.000000000000000000e+00 1.441633199891175811e-02
9.849192529972194965e-01 0.000000000000000000e+00 1.508074700278052085e-02
9.842239682654693178e-01 0.000000000000000000e+00 1.577603173453061974e-02
9.834959150193492983e-01 0.000000000000000000e+00 1.650408498065075030e-02
9.827331944723702861e-01 0.000000000000000000e+00 1.726680552762962714e-02
9.819339078380441288e-01 0.000000000000000000e+00 1.806609216195597181e-02
9.810961563298814525e-01 0.000000000000000000e+00 1.890384367011847463e-02
9.802180411613941047e-01 0.000000000000000000e+00 1.978195883860585369e-02
9.792976635460930446e-01 0.000000000000000000e+00 2.070233645390682706e-02
9.783331246974898976e-01 0.000000000000000000e+00 2.166687530251009200e-02
9.773225258290955120e-01 0.000000000000000000e+00 2.267747417090437353e-02
9.762639681544216241e-01 0.000000000000000000e+00 2.373603184557837240e-02
9.751555528869791933e-01 0.000000000000000000e+00 2.484444711302078238e-02
9.739953812402796229e-01 0.000000000000000000e+00 2.600461875972035625e-02
9.727815544278342053e-01 0.000000000000000000e+00 2.721844557216576005e-02
9.715121736631542326e-01 0.000000000000000000e+00 2.848782633684573615e-02
9.701853401597509974e-01 0.000000000000000000e+00 2.981465984024896446e-02
9.687991551311356808e-01 0.000000000000000000e+00 3.120084486886417000e-02
9.673517197908197973e-01 0.000000000000000000e+00 3.264828020918009166e-02
9.658411353523146392e-01 0.000000000000000000e+00 3.415886464768538161e-02
9.642655030291311657e-01 0.000000000000000000e+00 3.573449697086878568e-02
9.626229240347810023e-01 0.000000000000000000e+00 3.737707596521903930e-02
9.609114995827752193e-01 0.000000000000000000e+00 3.908850041722478769e-02
9.591292891529022979e-01 0.000000000000000000e+00 4.087071084709765351e-02
9.572729505655619420e-01 0.000000000000000000e+00 4.272704943443811354e-02
9.553384017554057417e-01 0.000000000000000000e+00 4.466159824459428607e-02
9.533217539102559757e-01 0.000000000000000000e+00 4.667824608974401740e-02
9.512191182179350335e-01 0.000000000000000000e+00 4.878088178206500120e-02
9.490266058662648607e-01 0.000000000000000000e+00 5.097339413373508377e-02
9.467403280430679580e-01 0.000000000000000000e+00 5.325967195693205591e-02
9.443563959361662707e-01 0.000000000000000000e+00 5.564360406383365987e-02
9.418709207333821887e-01 0.000000000000000000e+00 5.812907926661770724e-02
9.392800136225381014e-01 0.000000000000000000e+00 6.071998637746196803e-02
9.365797857914558433e-01 0.000000000000000000e+00 6.342021420854419833e-02
9.337663484279576931e-01 0.000000000000000000e+00 6.623365157204226528e-02
9.308358127198661514e-01 0.000000000000000000e+00 6.916418728013386252e-02
9.277842898550030526e-01 0.000000000000000000e+00 7.221571014499683638e-02
9.246078910211911195e-01 0.000000000000000000e+00 7.539210897880893603e-02
9.213027274062520755e-01 0.000000000000000000e+00 7.869727259374792450e-02
9.178649101980084213e-01 0.000000000000000000e+00 8.213508980199162035e-02
9.142905505842821023e-01 0.000000000000000000e+00 8.570944941571778664e-02
9.105757597528957303e-01 0.000000000000000000e+00 8.942424024710422803e-02
9.067166488916712508e-01 0.000000000000000000e+00 9.328335110832870758e-02
9.027093291884309423e-01 0.000000000000000000e+00 9.729067081156900221e-02
8.985499118309970834e-01 0.000000000000000000e+00 1.014500881690029443e-01
8.942345080071916197e-01 0.000000000000000000e+00 1.057654919928082415e-01
